id,end,ip,city,country,born,edu,work,sex,rel,msNotAny,msNotSelf,msMet,msAccident,msShared,msCause,msTeach,msEvery,msPay,msTrainTeach,boreFidget,boreCheer,boreLone,wantLearn,freqCause,pctSuccess,freqAccident,durationCharacter,maxDuration,religion,re.desc,re.ms.pf,re.b.pf,re.subjTime,re.ms.gi,re.b.gi,spiritual,spiritual.desc,sp.ms.pf,sp.b.pf,sp.subjTime,sp.ms.gi,sp.b.gi,ps.ms.pf,ps.b.pf,ps.subjTime,ps.ms.gi,ps.b.gi,rx.ms.pf,rx.b.pf,rx.subjTime,rx.ms.gi,rx.b.gi,pe.desc,pe.ms.pf,pe.b.pf,pe.subjTime,pe.ms.gi,pe.b.gi,wo.ms.pf,wo.b.pf,wo.subjTime,wo.ms.gi,wo.b.gi,meditation,me.ms.pf,me.b.pf,me.subjTime,me.ms.gi,me.b.gi,dd.ms.pf,dd.b.pf,dd.subjTime,dd.ms.gi,dd.b.gi,flow.desc,flow.think,fl.ms.pf,fl.b.pf,ms.flow,flow.ms,fl.subjTime,fl.ms.gi,fl.b.gi,m.training,m.training.desc,m.regular,m.desc,comment
1863272966,"06/01/2012 05:03:23","NA;United States;Montana;Missoula","Missoula, MT",USA,1993,"High school degree or equivalent (e.g., GED)",Unemployed,Male,,Disagree,"Not sure","Agree somewhat","Not sure","Not sure","Disagree somewhat",Disagree,"Agree somewhat",,Disagree,True,False,False,Yes,"I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",No,,,,,,,Yes,"Polytheistic spiritual practices",Infrequently,"Not at all","I am unaware of actual time.","Not sure","Somewhat inappropriate","Not at all",Infrequently,"Subjective time is typical.","Somewhat inappropriate","Not sure","Not at all",Infrequently,"Subjective time is typical.",Important,"Somewhat inappropriate","Martial Arts","Not at all","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,"Not sure","Almost never",Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate",Yes,Infrequently,"Almost never","Subjective time is typical.",Important,"Not sure","Almost never",Infrequently,"Subjective time is typical.","Somewhat important","Not sure",Archery,"Some moderate thinking","Not at all","Almost never","Probably not","Not sure / maybe","Subjective time is typical.",Inappropriate,"Not sure",No,,No,"I focus my mind on every aspect of my body, I speak some miscellaneous prayers as well.",
1863106790,"06/01/2012 01:18:44",EU;France;Centre;Ormoy-la-rivière,paris,france,1981,"Graduate degree",writer,Female,,Disagree,Disagree,Agree,Agree,Agree,"Agree somewhat",Disagree,"Agree somewhat",,Disagree,False,"Not sure",False,"I know how to cause myself to experience complete mental silence.",Daily,80,Daily,"Mostly continuous (e.g. usually ten seconds or longer)","More than 10 minutes",No,,,,,,,No,,,,,,,Frequently,"Almost never","I am unaware of actual time.",Important,"Somewhat inappropriate","Every time","Not at all","I am unaware of actual time.",Important,Inappropriate,skiing,Frequently,Frequently,"I am unaware of actual time.",Important,Important,Frequently,Infrequently,"I am unaware of actual time.",Important,Important,No,,,,,,Frequently,"Not at all","I am unaware of actual time.",Important,"Not sure",writing,"Rigorous, intensive thinking","Every time","Almost never","Not sure / maybe","Not sure / maybe","I am unaware of actual time.","Somewhat important","Somewhat important",Yes,various,No,"i used to mediate, but now i dont","these days i find it very easy to reach states without actively trying to 'mediate'.  as such, i think that meditating might be a tool to reach certain mind states, rather than a necessary practise.  i strongly reject any spiritual connection."
1862716746,"05/31/2012 19:41:09","EU;United Kingdom;Hampshire;Sandhurst",Basingstoke,UK,1955,"Graduate degree",Editor,Female,,"Not sure","Agree somewhat","Not sure","Disagree somewhat","Disagree somewhat","Disagree somewhat",Disagree,"Not sure",,Disagree,True,False,"Not sure",Yes,"I don't try to cause myself to experience complete mental silence",,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,christian,"Not at all",Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate",No,,,,,,,"Not at all","Almost never","I am unaware of actual time.","Not sure","Somewhat inappropriate","Not at all",Infrequently,"I am watching the clock.","Not sure","Not sure",walking,"Not at all","Almost never","Subjective time is typical.","Not sure",Inappropriate,"Not at all",Infrequently,"Subjective time is typical.","Not sure",Inappropriate,No,,,,,,"Not at all",Infrequently,"Subjective time is typical.","Not sure","Somewhat important",horseriding,"Rigorous, intensive thinking","Not at all","Not at all","Not sure / maybe","Not sure / maybe","I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
1862618540,"05/31/2012 18:45:48","NA;United States;North Carolina;Spring Lake","louisville, KY",USA,1989,"Associate degree","student/ UPS part time employee",Female,,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,,Disagree,False,False,True,"Not sure","I don't try to cause myself to experience complete mental silence",0,"I don't experience complete mental silence accidentally","I have not experienced complete mental silence","I have not experienced complete mental silence",Yes,"southern baptist","Not at all","Almost never","Subjective time is typical.",Inappropriate,"Somewhat inappropriate",Yes,praying,"Not at all","Almost never","Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate","Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Not sure","Somewhat important","Almost never",,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat important","playing tennis","Not at all","Not at all","Subjective time is typical.","Not sure","Not sure","Not at all","Every time","Subjective time is somewhat slower than actual time.",Important,"Not sure",No,,,,,,"Not at all","Almost never","Subjective time is typical.","Not sure","Not sure","watching tv","Some moderate thinking","Not at all","Not at all",No,No,"Subjective time is typical.","Not sure","Not sure",No,,No,,
1862450353,"05/31/2012 17:34:21",EU;Estonia;Harjumaa;Viimsi,Tartu,Estonia,1991,"High school degree or equivalent (e.g., GED)",Student,Male,,Disagree,"Disagree somewhat",Agree,"Not sure",Agree,Agree,"Agree somewhat","Not sure",,"Not sure",True,True,False,"I know how to cause myself to experience complete mental silence.",Infrequently,30,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,Frequently,"Almost never","Subjective time is typical.","Somewhat important","Somewhat inappropriate",Infrequently,Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate",Jogging,Frequently,,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate","Almost never",Frequently,"Subjective time is somewhat faster than actual time.","Not sure","Somewhat important",No,,,,,,Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Important,"Computer gaming","A little thinking",Frequently,"Not at all",Yes,Yes,"I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,Books,No,"I sit in a comfortable position, with my fingers intertwined and thumbs against eachother near my waist. Eyes closed, i concentrate on my breathing and count 1-4 while in- and exhaling. This continues for about 20 minutes and then i finish. Occasionally complete mental silence follows after the process, lasting up to 5 minutes.",
1861799646,"05/31/2012 09:56:32","EU;United Kingdom;;","Nottingham, Nottinghamshire",UK,1984,"Graduate degree",Researcher,Female,,"Disagree somewhat","Disagree somewhat","Not sure","Agree somewhat",Disagree,Disagree,Disagree,"Not sure",,Disagree,True,False,False,"Not sure","I don't try to cause myself to experience complete mental silence",,Weekly,"Mostly moments (e.g. an isolated second or two)","A moment (e.g., a second or shorter)",No,,,,,,,No,,,,,,,Infrequently,"Not at all","Subjective time is somewhat faster than actual time.","Somewhat inappropriate",Inappropriate,"Almost never",Infrequently,"Subjective time is somewhat faster than actual time.","Not sure",Inappropriate,Rowing,"Not at all",Infrequently,"Subjective time is somewhat faster than actual time.",Inappropriate,"Not sure","Almost never",Frequently,"Subjective time is somewhat slower than actual time.",Inappropriate,"Somewhat inappropriate",No,,,,,,Frequently,"Not at all","I am unaware of actual time.","Not sure",Inappropriate,"Playing Tetris","A little thinking",Frequently,"Not at all","Not sure / maybe","Probably not","I am unaware of actual time.","Not sure",Inappropriate,No,,No,,
1861359057,"05/30/2012 23:18:01","NA;United States;California;Davis","Davis, CA",USA,1981,"Graduate degree",Postdoc,Male,,Disagree,Disagree,Agree,"Not sure",Agree,Agree,"Agree somewhat","Agree somewhat",,Disagree,True,False,"Not sure","I know how to cause myself to experience complete mental silence.",Weekly,50,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,Frequently,Infrequently,"Subjective time is somewhat slower than actual time.","Not sure","Not sure",Frequently,Infrequently,"Subjective time is typical.","Somewhat important",Inappropriate,"Rock climbing",Frequently,,"I am unaware of actual time.",Important,"Somewhat inappropriate",Frequently,,"Subjective time is typical.","Somewhat important","Not sure",Yes,Frequently,Frequently,"Subjective time is somewhat slower than actual time.",Important,"Not sure",Infrequently,"Not at all","I am unaware of actual time.","Not sure","Somewhat inappropriate","Rock climbing","Some moderate thinking",Frequently,"Almost never",Yes,"Yes, somewhat","I am unaware of actual time.",Important,"Somewhat inappropriate",Yes,"Drop-in classes - Shambhala meditation (eyes open)",Yes,"10-20 mins every 2-3 days (not enough...)",
1861230177,"05/30/2012 21:29:49","EU;United Kingdom;West Sussex;Chichester","Brighton, East Sussex","United Kingdom",1990,"Bachelor degree","Student/Retail Supervisor",Female,,"Disagree somewhat","Not sure",Disagree,Disagree,"Not sure","Not sure",Disagree,"Agree somewhat",,Disagree,True,False,True,Yes,"I don't try to cause myself to experience complete mental silence",,Infrequently,"Mostly moments (e.g. an isolated second or two)","10 seconds",No,,,,,,,No,,,,,,,"Almost never",Infrequently,"Subjective time is typical.","Somewhat inappropriate","Somewhat inappropriate",Infrequently,"Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",walking,Frequently,"Almost never","Subjective time is somewhat faster than actual time.","Not sure","Not sure","Not at all",Frequently,"Subjective time is somewhat slower than actual time.","Not sure",Inappropriate,No,,,,,,Frequently,Infrequently,"I am unaware of actual time.",Important,"Not sure",Writing,"Some moderate thinking","Almost never","Almost never","Probably not","Not sure / maybe","Subjective time is somewhat faster than actual time.","Not sure","Not sure",No,,,,
1861205386,"05/30/2012 21:13:42","EU;United Kingdom;Edinburgh, City of;Edinburgh",Edinburgh,Scotland,1958,"Graduate degree",Musician,Female,,Disagree,Disagree,Agree,Agree,"Agree somewhat","Agree somewhat","Agree somewhat",Agree,,Agree,True,False,True,"I know how to cause myself to experience complete mental silence.",Daily,70,Weekly,"Mostly continuous (e.g. usually ten seconds or longer)","More than 10 minutes",No,,,,,,,No,,,,,,,Frequently,Infrequently,"I am unaware of actual time.","Somewhat important",Inappropriate,Frequently,"Not at all","I am unaware of actual time.",Important,Inappropriate,,"Almost never",Frequently,"I am unaware of actual time.",Important,Inappropriate,Frequently,"Almost never","I am unaware of actual time.","Somewhat important","Somewhat inappropriate",Yes,Frequently,"Almost never","I am unaware of actual time.",Important,Inappropriate,Frequently,"Not at all","I am unaware of actual time.",Important,Inappropriate,singing,None,Frequently,"Not at all",Yes,Yes,"I am unaware of actual time.",Important,Inappropriate,,,,,
1861162195,"05/30/2012 20:42:58","EU;United Kingdom;Fife;Newport-on-tay","Elie, Fife",Scotland,1982,"Graduate degree",Programmer,Male,,Disagree,Disagree,"Not sure",,Disagree,"Agree somewhat",Disagree,"Not sure",,Disagree,True,False,"Not sure","I know how to cause myself to experience complete mental silence.",Infrequently,40,Weekly,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","More than 10 minutes",No,A-gnostic,"Not at all","Not at all",,,,No,,,,,,,Frequently,Infrequently,"I am unaware of actual time.",Important,"Somewhat important",Infrequently,Infrequently,"Subjective time is typical.","Somewhat important",Inappropriate,Cycling,Frequently,Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Not sure",Frequently,Infrequently,"Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",No,,,,,,Infrequently,Frequently,"Subjective time is typical.","Not sure","Not sure",,,,,,,,,,No,,No,,
1861122919,"05/30/2012 20:24:02","EU;United Kingdom;Fife;Newport-on-tay","St Andrews, Fife",UK,1983,"Graduate degree","Teaching Fellow",Female,,Disagree,Disagree,"Agree somewhat",Disagree,"Agree somewhat","Agree somewhat","Not sure",Agree,,Disagree,True,False,"Not sure","I know how to cause myself to experience complete mental silence.",Weekly,1,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",No,,,,,,,No,,,,,,,"Not at all","Not at all","Subjective time is somewhat faster than actual time.","Somewhat inappropriate",Inappropriate,Infrequently,"Almost never","I am unaware of actual time.","Somewhat important",Inappropriate,Swimming,Frequently,Frequently,"Subjective time is typical.",Important,"Somewhat inappropriate","Almost never","Almost never","Subjective time is somewhat faster than actual time.","Somewhat important","Somewhat inappropriate",Yes,Infrequently,"Not at all","Subjective time is typical.",Important,"Somewhat inappropriate","Almost never","Almost never","I am unaware of actual time.","Not sure",Inappropriate,Teaching,"Some moderate thinking","Almost never","Not at all","Not sure / maybe","Yes, somewhat","Subjective time is typical.","Not sure",Inappropriate,No,,No,"Mainly as outlined by Herbert Benson in The Relaxation Response - sit or lie down comfortably, close eyes, say ""one"" silently with each out-breath. Depending on how I feel, I might meditate for anywhere between 2 and 15 minutes.","I think I also experience flow during meditation (because it is an interesting challenge that changes as I become more experienced at it) and I associate complete mental silence with that particular feeling of flow."
1861047657,"05/30/2012 19:37:22","NA;United States;Kentucky;Louisville","Louisville, KY",U.S.,1973,"Some college but no degree",Administrative,Female,,Disagree,Disagree,"Not sure",Agree,"Not sure",Disagree,Disagree,"Not sure",,"Not sure",True,False,True,"I know how to cause myself to experience complete mental silence.","I don't try to cause myself to experience complete mental silence",100,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",Yes,Catholic,Frequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat inappropriate","Somewhat inappropriate",Yes,"Praying, meditating developing a relationship with God",Infrequently,Infrequently,"Subjective time is typical.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is somewhat faster than actual time.","Not sure","Not sure",Infrequently,Frequently,"Subjective time is typical.","Not sure","Not sure",,Infrequently,Infrequently,"I am watching the clock.","Not sure","Not sure",Infrequently,Infrequently,"Subjective time is typical.",Inappropriate,"Not sure",Yes,Frequently,Infrequently,"Subjective time is somewhat slower than actual time.",Important,"Somewhat inappropriate",Frequently,Frequently,"Subjective time is typical.",Important,"Somewhat important",Reading,"A little thinking",Frequently,Infrequently,"Probably not",Yes,"Subjective time is typical.","Somewhat important","Somewhat important",No,,No,"I am still or chant for several minutes",
1860690803,"05/30/2012 16:15:49","NA;United States;Kentucky;Louisville","Louisville, KY",USA,1991,"Some college but no degree",Psychology,Female,,Disagree,Disagree,"Not sure",Disagree,Disagree,Disagree,Disagree,"Agree somewhat",,Disagree,True,"Not sure",False,Yes,Weekly,0,Infrequently,"Sometimes moments and sometimes continuous (e.g. isolated seconds and sometimes ten seconds or longer)","1-2 minutes",Yes,Christian,"Almost never","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,"Somewhat inappropriate",No,,,,,,,"Almost never","Almost never","I am unaware of actual time.","Somewhat inappropriate","Not sure",Infrequently,Frequently,"Subjective time is somewhat slower than actual time.","Somewhat important","Somewhat inappropriate",volleyball,Infrequently,"Almost never","Subjective time is somewhat slower than actual time.","Not sure","Somewhat inappropriate","Not at all","Almost never","Subjective time is somewhat faster than actual time.",Inappropriate,"Somewhat inappropriate",No,,,,,,Infrequently,Infrequently,"I am unaware of actual time.","Not sure","Not sure",Sudoku,"Rigorous, intensive thinking","Not at all","Not at all","Not sure / maybe","Not sure / maybe","I am unaware of actual time.",Inappropriate,"Not sure",No,,No,,
